campaign_name,product_id,start_date,end_date
Overhold,17,2/24/2024,7/1/2024
Holdlamis,26,11/30/2024,1/23/2024
Cardify,15,4/22/2024,2/20/2024
Alphazap,22,3/11/2024,9/3/2024
Job,21,10/4/2024,8/24/2024
Span,21,7/8/2024,10/12/2024
It,1,6/12/2024,10/15/2024
Zathin,46,11/15/2024,10/19/2024
Alpha,9,8/27/2024,9/30/2024
Cardify,2,6/7/2024,12/20/2024
Tempsoft,1,11/9/2024,12/15/2024
Keylex,40,9/17/2024,4/10/2024
Alphazap,26,6/28/2024,6/21/2024
Job,19,7/22/2024,8/5/2024
Subin,45,5/31/2024,8/22/2024
Ventosanzap,17,6/7/2024,1/4/2024
Asoka,39,7/10/2024,10/2/2024
Regrant,26,5/2/2024,7/16/2024
Tin,38,11/15/2024,6/23/2024
Stim,9,11/11/2024,12/19/2024
Tresom,3,9/5/2024,1/31/2024
Trippledex,20,10/6/2024,6/30/2024
Tresom,2,11/28/2024,9/15/2024
Rank,14,4/7/2024,10/24/2024
Wrapsafe,42,1/20/2024,10/31/2024
Cardguard,5,8/24/2024,7/19/2024
Ronstring,40,11/25/2024,3/30/2024
Otcom,16,8/2/2024,1/12/2024
Keylex,19,2/21/2024,4/4/2024
Alpha,32,12/20/2024,4/22/2024
Fixflex,4,3/9/2024,9/5/2024
Cookley,11,9/13/2024,12/21/2024
Alphazap,2,4/5/2024,1/6/2024
Quo Lux,17,5/20/2024,1/15/2024
Gembucket,45,4/20/2024,6/19/2024
Sub-Ex,46,8/25/2024,11/11/2024
Aerified,36,11/16/2024,5/12/2024
Transcof,30,12/4/2024,1/13/2024
Cookley,43,4/3/2024,7/16/2024
Cardify,7,9/22/2024,2/25/2024
Ventosanzap,19,1/16/2024,5/23/2024
It,31,6/23/2024,12/7/2024
Opela,20,11/5/2024,2/23/2024
Prodder,47,8/1/2024,8/29/2024
Tempsoft,22,2/25/2024,10/2/2024
Bitwolf,41,6/7/2024,12/8/2024
Y-Solowarm,4,7/7/2024,8/16/2024
Rank,26,3/9/2024,2/9/2024
Otcom,22,11/22/2024,9/4/2024
Tampflex,20,9/10/2024,10/23/2024
Bytecard,25,5/8/2024,6/17/2024
Voyatouch,4,10/11/2024,3/19/2024
Flowdesk,8,5/8/2024,6/6/2024
Biodex,47,6/23/2024,10/9/2024
Aerified,31,8/11/2024,1/1/2024
Stim,47,10/26/2024,7/13/2024
Sub-Ex,6,1/8/2024,2/25/2024
Flowdesk,12,6/20/2024,11/21/2024
Span,10,8/3/2024,3/8/2024
Zontrax,23,12/25/2024,11/2/2024
Namfix,24,12/5/2024,7/13/2024
Andalax,19,10/4/2024,2/22/2024
Kanlam,10,11/22/2024,7/1/2024
Transcof,35,6/29/2024,11/3/2024
Y-Solowarm,43,2/24/2024,4/12/2024
Zathin,2,3/16/2024,1/11/2024
Fintone,15,11/22/2024,1/23/2024
Tresom,23,9/26/2024,7/25/2024
Span,49,6/1/2024,9/16/2024
Pannier,49,4/4/2024,7/24/2024
Zontrax,6,3/31/2024,1/17/2024
Stronghold,22,4/20/2024,3/10/2024
Voltsillam,3,2/16/2024,7/29/2024
Andalax,46,6/20/2024,5/29/2024
Bigtax,13,7/1/2024,2/17/2024
Tin,11,5/16/2024,2/27/2024
Cookley,35,5/9/2024,6/27/2024
Tin,26,11/2/2024,4/21/2024
Stringtough,22,7/25/2024,3/30/2024
Bigtax,4,11/22/2024,4/18/2024
Fintone,50,3/14/2024,5/25/2024
Gembucket,42,12/11/2024,6/6/2024
Overhold,28,4/28/2024,12/31/2024
Tempsoft,40,6/1/2024,5/2/2024
Overhold,5,8/19/2024,4/7/2024
Hatity,12,4/12/2024,3/29/2024
Matsoft,50,10/28/2024,6/30/2024
Bamity,19,8/3/2024,1/17/2024
Lotlux,37,12/3/2024,8/28/2024
Cardify,5,10/16/2024,8/22/2024
Trippledex,16,10/4/2024,1/20/2024
Bytecard,8,8/3/2024,11/10/2024
Otcom,4,8/19/2024,9/26/2024
Home Ing,46,5/19/2024,7/20/2024
Flexidy,43,4/27/2024,8/11/2024
Aerified,26,1/3/2024,11/24/2024
Vagram,49,8/31/2024,10/31/2024
Toughjoyfax,30,4/2/2024,2/23/2024
Mat Lam Tam,14,9/21/2024,5/27/2024
Sonair,18,8/8/2024,4/12/2024
Latlux,25,8/17/2024,11/13/2024
Flexidy,1,1/30/2024,9/12/2024
Pannier,37,2/5/2024,4/10/2024
Tres-Zap,38,9/1/2024,6/26/2024
Ronstring,5,12/29/2024,5/9/2024
Namfix,16,4/14/2024,4/8/2024
Alphazap,49,4/21/2024,12/29/2024
Trippledex,49,11/3/2024,6/6/2024
Sub-Ex,40,4/23/2024,9/18/2024
Voyatouch,7,6/24/2024,7/17/2024
Lotlux,47,5/22/2024,12/4/2024
Fix San,38,7/15/2024,10/1/2024
Otcom,11,4/7/2024,7/6/2024
Tampflex,33,6/13/2024,11/19/2024
Mat Lam Tam,17,5/15/2024,9/17/2024
Namfix,4,4/20/2024,6/13/2024
Bitchip,32,8/8/2024,2/17/2024
Cardguard,38,7/12/2024,6/6/2024
Zamit,27,7/20/2024,4/3/2024
Zontrax,13,3/3/2024,7/8/2024
Toughjoyfax,35,6/5/2024,2/13/2024
Holdlamis,2,12/4/2024,1/7/2024
Tresom,23,12/27/2024,1/23/2024
Flexidy,29,7/14/2024,2/7/2024
Sub-Ex,46,10/20/2024,8/28/2024
Alphazap,45,8/14/2024,10/9/2024
Redhold,10,5/20/2024,7/19/2024
Biodex,27,9/11/2024,11/17/2024
Zoolab,26,10/4/2024,5/3/2024
Lotstring,5,10/2/2024,12/13/2024
Zamit,35,3/23/2024,6/17/2024
Sonair,23,4/28/2024,3/25/2024
Lotstring,3,4/25/2024,6/4/2024
Veribet,4,9/27/2024,2/12/2024
Zoolab,46,5/2/2024,8/24/2024
Treeflex,33,4/21/2024,11/8/2024
Daltfresh,40,12/30/2024,10/29/2024
Y-find,49,10/16/2024,10/22/2024
Stronghold,4,9/27/2024,7/17/2024
Bitchip,35,6/24/2024,1/16/2024
Treeflex,31,6/28/2024,2/11/2024
Rank,25,10/22/2024,3/17/2024
Stim,4,2/13/2024,6/8/2024
Lotlux,48,9/24/2024,3/12/2024
Fixflex,14,8/25/2024,1/18/2024
Treeflex,41,5/6/2024,8/30/2024
Vagram,46,9/7/2024,6/30/2024
Pannier,41,10/28/2024,9/5/2024
Konklux,48,8/22/2024,3/2/2024
Domainer,24,4/3/2024,7/30/2024
Subin,8,2/10/2024,8/15/2024
Y-find,31,1/27/2024,6/19/2024
Biodex,46,5/14/2024,5/5/2024
Redhold,34,6/6/2024,2/11/2024
Flowdesk,13,12/12/2024,4/14/2024
Wrapsafe,18,6/2/2024,9/12/2024
Sonair,28,3/15/2024,5/9/2024
Bitchip,28,3/10/2024,8/6/2024
Zoolab,27,1/24/2024,6/4/2024
Transcof,30,1/11/2024,6/8/2024
Veribet,15,1/10/2024,8/13/2024
Redhold,45,4/15/2024,9/12/2024
Zamit,8,7/10/2024,10/12/2024
Overhold,2,9/24/2024,1/31/2024
Cardguard,13,7/15/2024,8/30/2024
Keylex,37,5/7/2024,7/19/2024
Holdlamis,9,6/30/2024,10/14/2024
Bytecard,47,12/31/2024,9/23/2024
Domainer,17,1/16/2024,1/1/2024
Ventosanzap,2,1/17/2024,12/28/2024
Hatity,23,8/31/2024,3/31/2024
Tres-Zap,34,3/6/2024,9/28/2024
Mat Lam Tam,20,12/19/2024,11/16/2024
Cookley,36,4/16/2024,12/21/2024
Gembucket,17,12/14/2024,2/18/2024
Temp,14,12/27/2024,2/29/2024
Toughjoyfax,19,3/1/2024,11/24/2024
Fix San,37,7/13/2024,5/8/2024
Transcof,20,7/19/2024,4/24/2024
Keylex,40,4/17/2024,12/26/2024
Quo Lux,14,5/2/2024,11/16/2024
Cookley,47,1/16/2024,11/30/2024
Stronghold,27,1/11/2024,5/4/2024
Zathin,35,3/5/2024,8/14/2024
Asoka,13,10/19/2024,3/13/2024
Tampflex,41,11/11/2024,12/18/2024
Redhold,50,6/5/2024,10/17/2024
Sonsing,6,6/22/2024,2/25/2024
Namfix,18,11/15/2024,3/1/2024
Job,4,11/20/2024,11/18/2024
Regrant,40,2/10/2024,10/27/2024
Zontrax,48,7/11/2024,3/22/2024
Stringtough,5,8/23/2024,3/24/2024
Duobam,20,8/19/2024,6/25/2024
Voltsillam,9,6/23/2024,11/14/2024
Gembucket,22,1/3/2024,11/10/2024
Prodder,2,5/18/2024,1/18/2024
Duobam,31,1/15/2024,7/20/2024
Stim,23,9/17/2024,10/18/2024
Daltfresh,44,12/22/2024,10/18/2024
Zamit,44,4/21/2024,7/23/2024
Zaam-Dox,2,12/17/2024,7/19/2024
Veribet,44,4/7/2024,8/25/2024
Solarbreeze,29,12/14/2024,10/21/2024
Andalax,45,12/17/2024,11/17/2024
Konklab,18,1/5/2024,11/12/2024
Zamit,42,4/14/2024,9/15/2024
Alphazap,38,7/22/2024,7/10/2024
Konklux,31,12/5/2024,6/16/2024
Bitwolf,8,11/8/2024,3/10/2024
Fintone,35,9/30/2024,5/28/2024
Konklab,43,7/31/2024,7/19/2024
Y-Solowarm,19,2/22/2024,8/20/2024
Span,41,4/24/2024,5/25/2024
Zoolab,36,2/28/2024,7/19/2024
Aerified,5,12/11/2024,1/7/2024
Stronghold,8,11/3/2024,6/1/2024
Otcom,8,10/24/2024,9/8/2024
Zontrax,37,3/31/2024,5/8/2024
Bamity,15,8/24/2024,6/11/2024
Redhold,22,12/31/2024,6/26/2024
Bitchip,33,2/7/2024,8/13/2024
Ventosanzap,10,12/21/2024,12/1/2024
Zamit,23,5/4/2024,5/23/2024
Solarbreeze,33,1/29/2024,5/12/2024
Tampflex,50,1/17/2024,9/9/2024
Bigtax,6,8/12/2024,7/10/2024
Viva,46,12/5/2024,10/28/2024
Tres-Zap,41,12/15/2024,1/2/2024
Voltsillam,12,2/7/2024,11/6/2024
Ronstring,3,1/31/2024,3/20/2024
Lotstring,49,3/11/2024,3/14/2024
Matsoft,16,11/23/2024,6/24/2024
Y-find,45,12/21/2024,9/19/2024
Flowdesk,22,8/6/2024,5/14/2024
Latlux,48,4/30/2024,9/21/2024
Domainer,23,4/23/2024,4/16/2024
Namfix,13,9/21/2024,12/7/2024
Rank,6,2/2/2024,2/21/2024
Transcof,12,11/5/2024,8/12/2024
Zoolab,12,2/1/2024,4/10/2024
Domainer,19,3/24/2024,11/9/2024
Lotlux,7,8/19/2024,12/8/2024
Bamity,14,8/29/2024,3/8/2024
Cardguard,36,12/27/2024,5/1/2024
Asoka,14,10/25/2024,8/29/2024
Transcof,35,8/8/2024,7/3/2024
Vagram,39,11/9/2024,7/10/2024
Transcof,20,3/3/2024,2/23/2024
Aerified,21,4/14/2024,2/28/2024
Redhold,49,6/16/2024,6/20/2024
Ventosanzap,46,10/17/2024,4/14/2024
Home Ing,35,9/1/2024,10/7/2024
Stringtough,29,10/14/2024,6/28/2024
Tempsoft,42,1/3/2024,4/15/2024
Overhold,24,12/15/2024,7/7/2024
Domainer,36,12/8/2024,2/20/2024
Konklab,43,1/31/2024,3/21/2024
It,5,11/14/2024,2/10/2024
Stim,45,9/15/2024,12/18/2024
Vagram,13,7/11/2024,7/15/2024
Tempsoft,45,6/1/2024,4/3/2024
Stim,28,9/4/2024,6/13/2024
Domainer,25,1/26/2024,11/10/2024
Biodex,22,3/3/2024,5/17/2024
Temp,23,9/5/2024,11/14/2024
Y-find,2,7/30/2024,1/22/2024
Pannier,14,7/19/2024,1/4/2024
Greenlam,19,1/21/2024,11/10/2024
Bytecard,34,6/10/2024,4/24/2024
Lotlux,13,8/13/2024,5/8/2024
Gembucket,36,11/26/2024,10/11/2024
Viva,45,9/29/2024,7/11/2024
Bitchip,8,10/23/2024,9/23/2024
Overhold,44,11/30/2024,12/12/2024
Solarbreeze,17,3/20/2024,2/24/2024
Viva,32,12/12/2024,1/19/2024
Veribet,23,2/10/2024,6/15/2024
Y-find,26,11/28/2024,9/15/2024
Mat Lam Tam,1,12/6/2024,12/15/2024
Vagram,12,3/25/2024,7/10/2024
Prodder,6,4/4/2024,9/10/2024
Zamit,40,1/27/2024,2/10/2024
Y-Solowarm,35,8/15/2024,10/18/2024
Greenlam,8,11/4/2024,3/21/2024
Tresom,2,8/18/2024,10/18/2024
Asoka,14,9/11/2024,2/12/2024
Toughjoyfax,29,6/4/2024,9/19/2024
Otcom,44,3/20/2024,7/16/2024
Otcom,21,12/27/2024,1/15/2024
Overhold,8,2/14/2024,12/30/2024
Kanlam,1,2/22/2024,8/18/2024
Lotlux,21,5/15/2024,10/22/2024
Prodder,6,6/14/2024,10/8/2024
Greenlam,46,8/3/2024,1/16/2024
Cookley,17,3/3/2024,8/9/2024
Keylex,3,11/11/2024,9/26/2024
Voltsillam,9,12/20/2024,9/19/2024
Namfix,13,7/30/2024,9/26/2024
Greenlam,19,4/22/2024,9/21/2024
Namfix,26,5/20/2024,7/7/2024
Cardify,8,2/21/2024,4/27/2024
Namfix,33,6/15/2024,8/13/2024
Biodex,17,7/27/2024,12/4/2024
Namfix,43,1/4/2024,2/19/2024
Ronstring,1,1/3/2024,10/10/2024
Quo Lux,44,10/12/2024,7/30/2024
Zathin,14,11/26/2024,1/6/2024
Gembucket,38,4/14/2024,8/20/2024
Solarbreeze,27,7/18/2024,11/7/2024
Home Ing,3,3/24/2024,8/10/2024
Stringtough,36,5/20/2024,6/11/2024
Quo Lux,50,7/8/2024,2/24/2024
Holdlamis,11,9/22/2024,8/20/2024
Duobam,32,11/12/2024,10/13/2024
Zamit,20,3/27/2024,3/23/2024
Ronstring,14,12/5/2024,2/26/2024
Stringtough,44,4/7/2024,12/27/2024
Sonsing,40,6/19/2024,7/9/2024
Asoka,17,3/23/2024,7/23/2024
Flexidy,6,1/1/2024,11/4/2024
Voyatouch,36,7/2/2024,9/20/2024
Bitwolf,11,6/5/2024,3/28/2024
Alpha,17,1/27/2024,9/12/2024
Greenlam,23,9/19/2024,7/14/2024
Daltfresh,10,1/15/2024,4/21/2024
Konklab,33,7/29/2024,9/7/2024
Overhold,2,9/20/2024,12/2/2024
Tres-Zap,31,3/14/2024,9/30/2024
Latlux,12,12/6/2024,7/4/2024
Cookley,48,2/17/2024,3/7/2024
Stringtough,8,9/9/2024,3/17/2024
Redhold,9,1/6/2024,5/23/2024
Tres-Zap,33,3/6/2024,3/10/2024
Duobam,1,12/29/2024,1/28/2024
Transcof,47,12/16/2024,5/15/2024
Zaam-Dox,3,9/26/2024,9/6/2024
Opela,45,11/8/2024,1/29/2024
Subin,23,7/31/2024,7/20/2024
Asoka,24,3/25/2024,6/4/2024
Sonsing,26,3/21/2024,12/21/2024
Pannier,11,9/28/2024,11/30/2024
Wrapsafe,43,2/21/2024,3/29/2024
Solarbreeze,7,8/16/2024,2/14/2024
Domainer,21,9/26/2024,5/9/2024
Greenlam,36,11/16/2024,3/5/2024
Gembucket,23,3/31/2024,7/2/2024
Zaam-Dox,8,1/25/2024,7/12/2024
Pannier,27,8/29/2024,2/28/2024
Zontrax,1,11/29/2024,6/4/2024
Pannier,36,12/31/2024,6/4/2024
Sonsing,19,3/31/2024,11/5/2024
Alpha,13,10/23/2024,9/1/2024
Home Ing,26,4/14/2024,11/20/2024
Zaam-Dox,47,8/9/2024,2/13/2024
Asoka,26,3/30/2024,6/4/2024
Bigtax,25,3/27/2024,1/29/2024
